antigen_name,cancer_type,mean_tumor_expression,mean_normal_expression,stability_score,literature_support,immunogenicity_score,surface_accessibility,clinical_trials_count,viability_label,data_source,source_database,evidence_level
PLA2G10B,Liver Cancer,6.08,1.19,0.721,0.491,0.843,0.419,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10C,Prostate Cancer,4.32,2.26,0.639,0.47,0.487,0.519,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10C,Pancreatic Cancer,2.2,0.58,0.824,0.69,0.737,0.534,0,1,computationally_derived,CARVanta-Computed,computational
PLA2G10C,Gastric Cancer,3.18,2.23,0.855,0.626,0.408,0.619,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10C,Endometrial Cancer,2.56,3.81,0.961,0.69,0.418,0.156,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10C,Leukemia,2.45,1.92,0.806,0.324,0.274,0.29,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10D,Liver Cancer,1.8,1.68,0.515,0.709,0.341,0.445,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10D,Pancreatic Cancer,2.49,1.54,0.775,0.733,0.751,0.411,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10D,Ovarian Cancer,9.94,1.06,0.908,0.718,0.652,0.39,1,1,computationally_derived,CARVanta-Computed,computational
PLA2G10D,Prostate Cancer,1.03,0.59,0.82,0.668,0.573,0.454,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10D,Leukemia,3.66,2.04,0.939,0.526,0.452,0.576,8,0,computationally_derived,CARVanta-Computed,computational
PLA2G10D,Thyroid Cancer,2.82,1.58,0.759,0.443,0.545,0.597,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10D,Melanoma,3.56,1.12,0.716,0.535,0.771,0.302,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10D,Breast Cancer,4.09,1.67,0.462,0.886,0.461,0.466,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10D,Head & Neck Cancer,9.37,0.53,0.854,0.722,0.793,0.539,3,1,computationally_derived,CARVanta-Computed,computational
PLA2G10E,Head & Neck Cancer,2.97,0.65,0.667,0.311,0.613,0.242,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10E,Glioblastoma,2.74,0.88,0.892,0.562,0.698,0.604,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10E,Lymphoma,1.75,0.81,0.649,0.813,0.456,0.66,12,0,computationally_derived,CARVanta-Computed,computational
PLA2G10E,Endometrial Cancer,6.46,6.02,0.714,0.32,0.34,0.478,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10E,Breast Cancer,1.59,3.74,0.795,0.522,0.064,0.527,8,0,computationally_derived,CARVanta-Computed,computational
PLA2G10E,Liver Cancer,1.54,2.13,0.835,0.547,0.091,0.62,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10E,Leukemia,2.83,0.79,0.93,0.583,0.756,0.332,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10E,Thyroid Cancer,5.35,2.09,0.82,0.737,0.671,0.68,4,1,computationally_derived,CARVanta-Computed,computational
PLA2G10F,Renal Cancer,8.39,1.99,0.809,0.484,0.711,0.535,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10F,Melanoma,4.63,1.02,0.708,0.737,0.286,0.497,3,0,computationally_derived,CARVanta-Computed,computational
PLA2G10F,Lymphoma,1.64,0.55,0.793,0.491,0.325,0.612,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10F,Liver Cancer,2.68,2.75,0.893,0.612,0.328,0.417,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10F,Breast Cancer,1.02,2.94,0.571,0.462,0.422,0.459,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10F,Myeloma,3.09,2.23,0.754,0.649,0.252,0.627,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10F,Endometrial Cancer,2.12,0.43,0.929,0.657,0.678,0.72,0,1,computationally_derived,CARVanta-Computed,computational
PLA2G10F,Lung Adenocarcinoma,3.54,2.52,0.707,0.485,0.176,0.605,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10F,Thyroid Cancer,3.35,2.75,0.802,0.443,0.324,0.426,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10G,Breast Cancer,8.17,1.22,0.938,0.621,0.677,0.362,0,1,computationally_derived,CARVanta-Computed,computational
PLA2G10G,Renal Cancer,4.98,1.2,0.511,0.472,0.668,0.431,5,0,computationally_derived,CARVanta-Computed,computational
PLA2G10G,Leukemia,2.88,5.39,0.787,0.55,0.075,0.791,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10G,Thyroid Cancer,4.32,0.53,0.9,0.596,0.843,0.672,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G10G,Lymphoma,2.7,2.31,0.907,0.698,0.335,0.468,2,0,computationally_derived,CARVanta-Computed,computational
PLA2G10G,Pancreatic Cancer,11.77,0.75,0.914,0.772,0.799,0.289,3,0,computationally_derived,CARVanta-Computed,computational
PLA2G11,Myeloma,4.27,5.56,0.803,0.704,0.196,0.687,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11,Ovarian Cancer,2.09,1.66,0.794,0.793,0.23,0.479,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11,Endometrial Cancer,1.81,3.29,0.898,0.658,0.07,0.354,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11,Melanoma,1.23,1.83,0.675,0.871,0.201,0.513,34,0,computationally_derived,CARVanta-Computed,computational
PLA2G11,Head & Neck Cancer,3.31,1.13,0.685,0.683,0.763,0.936,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11,Lymphoma,2.43,1.29,0.845,0.817,0.367,0.58,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11,Prostate Cancer,4.81,0.47,0.82,0.441,0.707,0.512,4,0,computationally_derived,CARVanta-Computed,computational
PLA2G11A,Liver Cancer,4.45,2.15,0.533,0.521,0.344,0.246,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11A,Lymphoma,11.44,3.11,0.683,0.526,0.633,0.669,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11A,Ovarian Cancer,4.7,3.66,0.88,0.377,0.13,0.664,4,0,computationally_derived,CARVanta-Computed,computational
PLA2G11A,Breast Cancer,3.29,1.11,0.555,0.645,0.529,0.395,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11A,Gastric Cancer,3.63,1.03,0.864,0.448,0.594,0.591,3,0,computationally_derived,CARVanta-Computed,computational
PLA2G11A,Leukemia,6.16,1.26,0.887,0.743,0.571,0.114,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Colorectal Cancer,5.33,1.14,0.821,0.722,0.609,0.599,0,1,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Liver Cancer,1.37,1.42,0.901,0.338,0.133,0.529,4,0,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Breast Cancer,2.99,0.62,0.684,0.728,0.548,0.611,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Head & Neck Cancer,4.73,1.64,0.878,0.605,0.344,0.362,0,1,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Endometrial Cancer,8.31,1.64,0.787,0.585,0.551,0.347,40,0,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Ovarian Cancer,3.37,5.35,0.868,0.63,0.124,0.522,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Pancreatic Cancer,3.44,0.69,0.747,0.566,0.683,0.503,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Melanoma,2.3,0.43,0.763,0.594,0.582,0.357,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Glioblastoma,3.01,1.14,0.915,0.665,0.476,0.732,0,1,computationally_derived,CARVanta-Computed,computational
PLA2G11B,Thyroid Cancer,4.76,1.69,0.765,0.77,0.668,0.16,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11C,Thyroid Cancer,3.13,1.53,0.809,0.535,0.436,0.707,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11C,Myeloma,15.0,1.87,0.695,0.5,0.677,0.481,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11C,Lymphoma,1.62,1.37,0.711,0.627,0.128,0.777,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11C,Gastric Cancer,3.92,1.24,0.819,0.636,0.662,0.507,4,1,computationally_derived,CARVanta-Computed,computational
PLA2G11C,Pancreatic Cancer,3.46,1.83,0.847,0.621,0.375,0.554,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11C,Endometrial Cancer,2.73,0.87,0.935,0.696,0.502,0.546,11,1,computationally_derived,CARVanta-Computed,computational
PLA2G11C,Breast Cancer,2.25,3.37,0.903,0.583,0.437,0.441,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Endometrial Cancer,5.89,1.07,0.96,0.706,0.416,0.461,0,1,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Prostate Cancer,0.93,1.63,0.764,0.59,0.178,0.628,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Pancreatic Cancer,2.12,0.27,0.701,0.387,0.806,0.352,7,0,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Bladder Cancer,5.95,3.74,0.896,0.662,0.453,0.534,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Renal Cancer,4.16,2.93,0.777,0.368,0.264,0.405,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Gastric Cancer,2.62,1.42,0.86,0.737,0.587,0.4,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Glioblastoma,2.97,1.39,0.826,0.615,0.308,0.632,10,0,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Myeloma,2.48,4.91,0.855,0.74,0.072,0.53,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Head & Neck Cancer,14.13,0.73,0.837,0.488,0.908,0.467,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11D,Leukemia,6.31,0.66,0.884,0.52,0.854,0.568,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11E,Prostate Cancer,4.0,4.64,0.344,0.757,0.272,0.598,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11E,Liver Cancer,5.28,5.42,0.861,0.559,0.252,0.665,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11E,Melanoma,2.52,0.49,0.78,0.698,0.788,0.612,5,1,computationally_derived,CARVanta-Computed,computational
PLA2G11E,Glioblastoma,1.12,2.33,0.719,0.716,0.157,0.31,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11E,Renal Cancer,2.46,0.95,0.629,0.748,0.623,0.672,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11E,Head & Neck Cancer,2.4,0.77,0.791,0.468,0.491,0.474,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11E,Lymphoma,4.8,1.54,0.674,0.375,0.735,0.46,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11E,Ovarian Cancer,7.02,2.75,0.885,0.719,0.527,0.456,1,1,computationally_derived,CARVanta-Computed,computational
PLA2G11E,Bladder Cancer,4.07,2.55,0.909,0.404,0.478,0.506,6,0,computationally_derived,CARVanta-Computed,computational
PLA2G11F,Colorectal Cancer,5.96,1.14,0.555,0.703,0.764,0.494,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11F,Liver Cancer,3.33,1.12,0.676,0.691,0.525,0.475,1,0,computationally_derived,CARVanta-Computed,computational
PLA2G11F,Head & Neck Cancer,3.26,1.02,0.682,0.462,0.686,0.392,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11F,Myeloma,4.42,0.59,0.861,0.529,0.871,0.314,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11F,Thyroid Cancer,3.96,2.0,0.825,0.561,0.562,0.616,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11G,Thyroid Cancer,2.99,3.56,0.876,0.607,0.231,0.323,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11G,Prostate Cancer,5.31,2.58,0.81,0.568,0.427,0.581,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11G,Melanoma,5.53,1.41,0.597,0.768,0.725,0.585,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11G,Ovarian Cancer,5.45,0.67,0.733,0.317,0.623,0.365,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11G,Breast Cancer,6.01,3.78,0.719,0.719,0.564,0.699,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G11G,Glioblastoma,2.39,1.4,0.904,0.78,0.651,0.498,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12,Lung Adenocarcinoma,1.47,2.72,0.595,0.736,0.146,0.475,2,0,computationally_derived,CARVanta-Computed,computational
PLA2G12,Breast Cancer,2.6,3.26,0.827,0.57,0.233,0.621,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12,Thyroid Cancer,2.04,0.57,0.57,0.487,0.629,0.3,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12,Lymphoma,9.87,1.38,0.611,0.568,0.697,0.327,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12,Glioblastoma,3.64,8.38,0.81,0.535,0.392,0.395,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12,Bladder Cancer,0.79,1.89,0.87,0.69,0.606,0.542,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12,Pancreatic Cancer,1.65,0.93,0.892,0.495,0.394,0.448,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12A,Head & Neck Cancer,1.85,4.37,0.666,0.47,0.579,0.505,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12A,Gastric Cancer,1.09,1.85,0.779,0.804,0.131,0.345,32,0,computationally_derived,CARVanta-Computed,computational
PLA2G12A,Prostate Cancer,0.56,2.46,0.95,0.577,0.303,0.339,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12A,Ovarian Cancer,2.34,2.07,0.887,0.715,0.281,0.653,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12A,Glioblastoma,11.51,1.16,0.971,0.431,0.662,0.486,10,0,computationally_derived,CARVanta-Computed,computational
PLA2G12A,Pancreatic Cancer,14.75,1.05,0.901,0.296,0.813,0.769,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12A,Myeloma,1.62,0.94,0.701,0.68,0.537,0.849,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12B,Glioblastoma,5.38,1.27,0.829,0.429,0.438,0.406,2,0,computationally_derived,CARVanta-Computed,computational
PLA2G12B,Myeloma,2.36,0.84,0.851,0.518,0.744,0.649,1,0,computationally_derived,CARVanta-Computed,computational
PLA2G12B,Breast Cancer,6.13,2.51,0.917,0.508,0.542,0.721,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12B,Prostate Cancer,1.88,1.03,0.923,0.644,0.395,0.546,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12B,Lymphoma,1.1,2.85,0.782,0.486,0.352,0.658,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12B,Head & Neck Cancer,3.84,5.82,0.816,0.698,0.217,0.42,11,0,computationally_derived,CARVanta-Computed,computational
PLA2G12C,Prostate Cancer,9.01,2.11,0.87,0.62,0.656,0.686,1,1,computationally_derived,CARVanta-Computed,computational
PLA2G12C,Renal Cancer,2.62,2.87,0.99,0.464,0.681,0.424,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12C,Head & Neck Cancer,4.05,0.48,0.828,0.589,0.604,0.307,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12C,Liver Cancer,3.08,3.44,0.894,0.555,0.375,0.725,5,0,computationally_derived,CARVanta-Computed,computational
PLA2G12C,Colorectal Cancer,3.19,1.49,0.796,0.677,0.507,0.499,25,0,computationally_derived,CARVanta-Computed,computational
PLA2G12C,Pancreatic Cancer,4.08,0.67,0.868,0.624,0.727,0.606,0,1,computationally_derived,CARVanta-Computed,computational
PLA2G12C,Endometrial Cancer,1.78,0.43,0.728,0.785,0.338,0.406,10,0,computationally_derived,CARVanta-Computed,computational
PLA2G12D,Breast Cancer,3.31,6.62,0.843,0.564,0.402,0.454,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12D,Melanoma,2.2,0.51,0.814,0.592,0.568,0.806,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12D,Gastric Cancer,5.79,0.94,0.862,0.32,0.92,0.48,3,0,computationally_derived,CARVanta-Computed,computational
PLA2G12D,Pancreatic Cancer,3.63,1.4,0.816,0.445,0.352,0.803,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12D,Liver Cancer,1.16,1.85,0.741,0.488,0.285,0.497,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12D,Leukemia,1.63,4.45,0.551,0.885,0.399,0.697,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12D,Lung Adenocarcinoma,3.34,0.85,0.73,0.56,0.603,0.64,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12E,Glioblastoma,3.3,0.4,0.744,0.475,0.754,0.489,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12E,Lymphoma,2.25,2.22,0.632,0.646,0.276,0.599,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12E,Head & Neck Cancer,5.77,1.78,0.761,0.449,0.526,0.384,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12E,Melanoma,6.49,1.69,0.513,0.662,0.863,0.44,1,0,computationally_derived,CARVanta-Computed,computational
PLA2G12E,Breast Cancer,8.72,0.55,0.827,0.557,0.594,0.404,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12E,Colorectal Cancer,4.83,2.7,0.857,0.426,0.365,0.682,5,0,computationally_derived,CARVanta-Computed,computational
PLA2G12E,Prostate Cancer,4.41,5.07,0.83,0.594,0.273,0.507,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12E,Pancreatic Cancer,3.35,1.54,0.599,0.661,0.325,0.44,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12E,Myeloma,1.73,0.75,0.878,0.803,0.46,0.355,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Gastric Cancer,6.21,1.22,0.736,0.672,0.762,0.373,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Leukemia,1.96,2.98,0.946,0.507,0.354,0.709,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Prostate Cancer,5.46,2.66,0.711,0.584,0.53,0.375,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Lung Adenocarcinoma,3.32,5.01,0.551,0.371,0.41,0.356,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Head & Neck Cancer,7.63,1.01,0.843,0.448,0.64,0.633,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Melanoma,2.79,1.02,0.527,0.401,0.471,0.564,2,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Bladder Cancer,1.99,3.44,0.822,0.818,0.415,0.878,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Lymphoma,2.69,2.77,0.928,0.438,0.292,0.819,2,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Breast Cancer,2.9,0.77,0.934,0.43,0.746,0.552,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12F,Myeloma,3.43,0.87,0.783,0.597,0.725,0.264,35,0,computationally_derived,CARVanta-Computed,computational
PLA2G12G,Pancreatic Cancer,15.0,0.77,0.953,0.399,0.611,0.474,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12G,Breast Cancer,9.73,4.9,0.384,0.639,0.336,0.326,4,0,computationally_derived,CARVanta-Computed,computational
PLA2G12G,Ovarian Cancer,2.27,1.62,0.722,0.549,0.179,0.356,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12G,Head & Neck Cancer,2.79,7.59,0.504,0.398,0.292,0.57,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12G,Colorectal Cancer,5.35,2.87,0.767,0.635,0.469,0.686,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12G,Glioblastoma,2.47,0.77,0.733,0.86,0.623,0.618,14,0,computationally_derived,CARVanta-Computed,computational
PLA2G12G,Endometrial Cancer,4.48,2.57,0.949,0.722,0.401,0.563,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G12G,Bladder Cancer,3.6,1.97,0.753,0.59,0.428,0.721,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G13,Bladder Cancer,5.02,2.22,0.616,0.803,0.381,0.669,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G13,Ovarian Cancer,1.54,4.54,0.96,0.708,0.199,0.686,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G13,Liver Cancer,6.41,1.86,0.577,0.596,0.588,0.554,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G13,Colorectal Cancer,1.95,3.88,0.96,0.692,0.354,0.26,5,0,computationally_derived,CARVanta-Computed,computational
PLA2G13,Thyroid Cancer,6.68,0.93,0.865,0.547,0.666,0.757,3,0,computationally_derived,CARVanta-Computed,computational
PLA2G13,Prostate Cancer,3.3,0.87,0.801,0.71,0.856,0.361,0,1,computationally_derived,CARVanta-Computed,computational
PLA2G13,Leukemia,2.63,5.03,0.948,0.794,0.189,0.445,5,0,computationally_derived,CARVanta-Computed,computational
PLA2G13,Renal Cancer,2.0,1.31,0.79,0.879,0.6,0.339,1,0,computationally_derived,CARVanta-Computed,computational
PLA2G13,Breast Cancer,4.3,1.43,0.644,0.684,0.582,0.615,0,0,computationally_derived,CARVanta-Computed,computational
PLA2G13,Melanoma,2.52,2.94,0.75,0.418,0.235,0.553,0,0,computationally_derived,CARVanta-Computed,computational
